CNO,1,2,3,4,5,6,7,8,9,10,11,,,,,,,,,,,,,,,,,,,,,
C2147,curd,tidbits,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2148,sausage,whole milk,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2149,onions,whole milk,curd,yogurt,hard cheese,domestic eggs,bottled water,cleaner,,,,,,,,,,,,,,,,,,,,,,,,
C2150,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2151,soda,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2152,chicken,citrus fruit,yogurt,UHT-milk,soft cheese,rolls/buns,margarine,mustard,coffee,kitchen towels,candles,,,,,,,,,,,,,,,,,,,,,
C2153,cream cheese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2154,bottled water,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2155,chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2156,cream cheese,white bread,sweet spreads,cat food,coffee,syrup,specialty bar,,,,,,,,,,,,,,,,,,,,,,,,,
C2157,whole milk,soda,canned beer,liquor (appetizer),newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2158,whole milk,domestic eggs,rolls/buns,brown bread,specialty chocolate,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,
C2159,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2160,onions,spread cheese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2161,tropical fruit,other vegetables,yogurt,mayonnaise,mustard,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,
C2162,tropical fruit,grapes,other vegetables,bottled beer,popcorn,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2163,pastry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2164,hamburger meat,semi-finished bread,Instant food products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2165,frankfurter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2166,tropical fruit,other vegetables,whole milk,curd,frozen dessert,rolls/buns,margarine,jam,,,,,,,,,,,,,,,,,,,,,,,,
C2167,butter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2168,rolls/buns,misc. beverages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2169,sausage,beef,other vegetables,frozen fish,domestic eggs,roll products,margarine,sugar,baking powder,coffee,kitchen towels,shopping bags,,,,,,,,,,,,,,,,,,,,
C2170,citrus fruit,tropical fruit,pip fruit,grapes,onions,other vegetables,sliced cheese,cream cheese,mayonnaise,ice cream,frozen dessert,margarine,mustard,soups,pickled vegetables,coffee,long life bakery product,chocolate,seasonal products,female sanitary products,hygiene articles,cling film/bags,,,,,,,,,,
C2171,tropical fruit,other vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2172,pork,beef,root vegetables,whole milk,pasta,margarine,jam,bottled water,,,,,,,,,,,,,,,,,,,,,,,,
C2173,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2174,hamburger meat,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2175,frankfurter,frozen potato products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2176,sausage,beef,citrus fruit,sweet spreads,coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2177,other vegetables,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2178,ham,onions,other vegetables,brown bread,margarine,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2179,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2180,pip fruit,soda,cake bar,specialty chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2181,pasta,vinegar,soda,fruit/vegetable juice,sparkling wine,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,
C2182,pip fruit,nuts/prunes,curd,frozen dessert,sweet spreads,light bulbs,,,,,,,,,,,,,,,,,,,,,,,,,,
C2183,pork,dessert,soda,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2184,frankfurter,sausage,other vegetables,hard cheese,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2185,rolls/buns,rum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2186,sausage,meat,other vegetables,curd,sliced cheese,domestic eggs,rolls/buns,pastry,cat food,bottled water,soda,newspapers,shopping bags,,,,,,,,,,,,,,,,,,,
C2187,tropical fruit,cream cheese,chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2188,chicken,hamburger meat,other vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2189,whole milk,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2190,ham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2191,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2192,chicken,hamburger meat,other vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2193,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2194,pip fruit,pastry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2195,tropical fruit,pip fruit,whole milk,cream cheese,frozen dessert,rolls/buns,bottled water,waffles,napkins,dishes,,,,,,,,,,,,,,,,,,,,,,
C2196,domestic eggs,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2197,meat,pork,tropical fruit,whole milk,curd,rolls/buns,cat food,bottled water,soda,,,,,,,,,,,,,,,,,,,,,,,
C2198,citrus fruit,male cosmetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2199,sausage,citrus fruit,pip fruit,root vegetables,herbs,other vegetables,curd,yogurt,soft cheese,cat food,shopping bags,,,,,,,,,,,,,,,,,,,,,
C2200,rolls/buns,tea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2201,light bulbs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2202,rolls/buns,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2203,meat,tropical fruit,beverages,sweet spreads,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2204,root vegetables,herbs,frozen vegetables,bottled water,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2205,tropical fruit,zwieback,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2206,citrus fruit,tropical fruit,pip fruit,berries,bottled water,soda,red/blush wine,,,,,,,,,,,,,,,,,,,,,,,,,
C2207,whole milk,beverages,frozen meals,frozen dessert,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2208,margarine,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2209,hamburger meat,whole milk,ice cream,domestic eggs,white bread,pastry,margarine,sweet spreads,soda,fruit/vegetable juice,syrup,red/blush wine,salty snack,popcorn,shopping bags,,,,,,,,,,,,,,,,,
C2210,dessert,rolls/buns,bottled water,specialty bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2211,beef,whipped/sour cream,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2212,other vegetables,beverages,domestic eggs,brown bread,pastry,soda,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,
C2213,tropical fruit,other vegetables,whole milk,mustard,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2214,chicken,beef,citrus fruit,tropical fruit,pip fruit,root vegetables,other vegetables,whole milk,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,
C2215,brown bread,fruit/vegetable juice,newspapers,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2216,sausage,hamburger meat,whole milk,pastry,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2217,hamburger meat,whole milk,curd,rolls/buns,Instant food products,hygiene articles,napkins,,,,,,,,,,,,,,,,,,,,,,,,,
C2218,pork,root vegetables,onions,other vegetables,yogurt,domestic eggs,,,,,,,,,,,,,,,,,,,,,,,,,,
C2219,sausage,citrus fruit,tropical fruit,pip fruit,flour,baking powder,,,,,,,,,,,,,,,,,,,,,,,,,,
C2220,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2221,sweet spreads,soda,waffles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2222,pastry,instant coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2223,other vegetables,whole milk,pastry,flour,margarine,canned fish,long life bakery product,chocolate,,,,,,,,,,,,,,,,,,,,,,,,
C2224,root vegetables,whole milk,yogurt,jam,bottled water,soda,bottled beer,specialty chocolate,hygiene articles,,,,,,,,,,,,,,,,,,,,,,,
C2225,whipped/sour cream,pastry,canned fish,soda,waffles,dish cleaner,napkins,,,,,,,,,,,,,,,,,,,,,,,,,
C2226,whole milk,hard cheese,coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2227,whole milk,whipped/sour cream,specialty cheese,domestic eggs,dog food,soda,chewing gum,,,,,,,,,,,,,,,,,,,,,,,,,
C2228,citrus fruit,whole milk,butter,pastry,semi-finished bread,coffee,candy,newspapers,shopping bags,,,,,,,,,,,,,,,,,,,,,,,
C2229,other vegetables,whipped/sour cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2230,pork,root vegetables,sliced cheese,frozen vegetables,frozen potato products,mustard,bottled water,fruit/vegetable juice,napkins,shopping bags,,,,,,,,,,,,,,,,,,,,,,
C2231,pip fruit,onions,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2232,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2233,other vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2234,whole milk,curd,yogurt,whipped/sour cream,canned vegetables,soda,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,
C2235,pastry,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2236,sausage,brown bread,meat spreads,canned fish,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2237,sausage,liver loaf,specialty cheese,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2238,salty snack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2239,dessert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2240,pork,hamburger meat,herbs,yogurt,hard cheese,brown bread,sweet spreads,soda,,,,,,,,,,,,,,,,,,,,,,,,
C2241,frankfurter,sausage,tropical fruit,whole milk,frozen fish,white wine,chewing gum,newspapers,,,,,,,,,,,,,,,,,,,,,,,,
C2242,butter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2243,other vegetables,white bread,margarine,canned beer,rum,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2244,liver loaf,rolls/buns,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2245,frankfurter,sausage,hard cheese,soda,nut snack,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,
C2246,whole milk,curd,butter milk,beverages,tidbits,long life bakery product,waffles,dental care,,,,,,,,,,,,,,,,,,,,,,,,
C2247,frankfurter,chicken,brown bread,oil,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2248,root vegetables,bottled water,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2249,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2250,butter,yogurt,whipped/sour cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2251,cat food,bottled water,white wine,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2252,chewing gum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2253,berries,root vegetables,whole milk,whipped/sour cream,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2254,other vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2255,yogurt,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2256,tropical fruit,other vegetables,whole milk,fruit/vegetable juice,long life bakery product,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,
C2257,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2258,curd,canned beer,waffles,candy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2259,whole milk,butter,hard cheese,white wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2260,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2261,soda,chocolate,specialty chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2262,sausage,ham,citrus fruit,other vegetables,butter,hard cheese,curd cheese,domestic eggs,rolls/buns,brown bread,margarine,soda,candy,,,,,,,,,,,,,,,,,,,
C2263,oil,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2264,hamburger meat,whole milk,whipped/sour cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2265,onions,yogurt,frozen vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2266,pork,cat food,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2267,pip fruit,yogurt,sliced cheese,frozen vegetables,domestic eggs,pickled vegetables,specialty vegetables,female sanitary products,napkins,,,,,,,,,,,,,,,,,,,,,,,
C2268,pork,beef,root vegetables,curd,sliced cheese,soda,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,
C2269,citrus fruit,pip fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2270,yogurt,pastry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2271,frankfurter,other vegetables,yogurt,beverages,hard cheese,rolls/buns,canned fish,soda,canned beer,brandy,shopping bags,,,,,,,,,,,,,,,,,,,,,
C2272,frankfurter,ham,pip fruit,domestic eggs,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2273,brown bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2274,root vegetables,herbs,other vegetables,yogurt,brandy,salty snack,waffles,skin care,shopping bags,,,,,,,,,,,,,,,,,,,,,,,
C2275,dish cleaner,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2276,yogurt,organic products,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2277,sausage,pip fruit,other vegetables,yogurt,mustard,fruit/vegetable juice,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,
C2278,sauces,specialty chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2279,brown bread,pastry,pasta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2280,citrus fruit,tropical fruit,whole milk,butter milk,beverages,soda,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,
C2281,cream cheese,ice cream,white bread,specialty chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2282,beverages,soft cheese,rolls/buns,sugar,misc. beverages,candy,,,,,,,,,,,,,,,,,,,,,,,,,,
C2283,curd,whipped/sour cream,pudding powder,candy,flower (seeds),shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,
C2284,ice cream,chocolate marshmallow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2285,hard cheese,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2286,detergent,decalcifier,hygiene articles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2287,bottled water,soda,bottled beer,dental care,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2288,soda,specialty bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2289,pip fruit,other vegetables,whipped/sour cream,oil,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2290,whole milk,butter milk,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2291,waffles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2292,sausage,other vegetables,dessert,canned vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2293,chicken,pip fruit,UHT-milk,bottled water,bottled beer,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,
C2294,beverages,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2295,ice cream,frozen dessert,salty snack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2296,butter,sliced cheese,misc. beverages,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2297,beverages,waffles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2298,frankfurter,tropical fruit,dessert,rolls/buns,brown bread,seasonal products,flower (seeds),,,,,,,,,,,,,,,,,,,,,,,,,
C2299,detergent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2300,sausage,citrus fruit,pip fruit,whole milk,curd,domestic eggs,margarine,newspapers,,,,,,,,,,,,,,,,,,,,,,,,
C2301,chicken,other vegetables,whole milk,cream cheese,hygiene articles,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2302,yogurt,bottled beer,liquor (appetizer),chewing gum,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2303,whole milk,yogurt,oil,bottled water,bottled beer,salty snack,specialty chocolate,,,,,,,,,,,,,,,,,,,,,,,,,
C2304,yogurt,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2305,whipped/sour cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2306,whole milk,yogurt,hard cheese,rolls/buns,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2307,citrus fruit,whole milk,butter milk,yogurt,baking powder,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2308,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2309,citrus fruit,flour,pasta,margarine,sugar,baking powder,soda,,,,,,,,,,,,,,,,,,,,,,,,,
C2310,pork,other vegetables,whole milk,canned fish,coffee,specialty bar,candy,,,,,,,,,,,,,,,,,,,,,,,,,
C2311,beverages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2312,UHT-milk,hygiene articles,cling film/bags,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2313,beef,whole milk,frozen vegetables,sweet spreads,candy,dish cleaner,dental care,photo/film,,,,,,,,,,,,,,,,,,,,,,,,
C2314,other vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2315,whole milk,yogurt,rolls/buns,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2316,frankfurter,citrus fruit,tropical fruit,other vegetables,whole milk,candles,,,,,,,,,,,,,,,,,,,,,,,,,,
C2317,yogurt,rolls/buns,pastry,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2318,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2319,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2320,other vegetables,yogurt,whipped/sour cream,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2321,frankfurter,sausage,other vegetables,brown bread,flour,bottled water,candy,,,,,,,,,,,,,,,,,,,,,,,,,
C2322,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2323,pork,herbs,other vegetables,processed cheese,cake bar,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2324,frankfurter,whole milk,yogurt,processed cheese,ice cream,frozen dessert,rolls/buns,white bread,brown bread,sugar,coffee,bottled water,soda,bottled beer,candy,,,,,,,,,,,,,,,,,
C2325,chocolate,specialty bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2326,citrus fruit,tropical fruit,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2327,specialty fat,sugar,cat food,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2328,spread cheese,rolls/buns,brown bread,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2329,whole milk,beverages,bottled water,cake bar,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2330,whole milk,pastry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2331,whole milk,pastry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2332,hygiene articles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2333,beef,citrus fruit,root vegetables,whole milk,rolls/buns,pastry,coffee,seasonal products,,,,,,,,,,,,,,,,,,,,,,,,
C2334,meat,beef,root vegetables,butter,flour,fruit/vegetable juice,whisky,white wine,napkins,,,,,,,,,,,,,,,,,,,,,,,
C2335,beef,other vegetables,whole milk,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2336,pip fruit,whole milk,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2337,other vegetables,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2338,hamburger meat,yogurt,rolls/buns,artif. sweetener,sauces,dish cleaner,dishes,,,,,,,,,,,,,,,,,,,,,,,,,
C2339,rolls/buns,specialty chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2340,instant coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2341,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2342,pork,rolls/buns,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2343,pork,beverages,flour,margarine,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2344,tropical fruit,berries,root vegetables,whole milk,yogurt,cream cheese,rolls/buns,bottled water,soda,,,,,,,,,,,,,,,,,,,,,,,
C2345,whole milk,cat food,bottled water,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2346,frankfurter,meat,berries,root vegetables,butter,whipped/sour cream,frozen vegetables,domestic eggs,rolls/buns,oil,specialty fat,spices,baking powder,bottled beer,waffles,napkins,,,,,,,,,,,,,,,,
C2347,beverages,processed cheese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2348,pip fruit,rolls/buns,sugar,sauces,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2349,pip fruit,root vegetables,other vegetables,whole milk,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2350,frankfurter,sausage,meat,pip fruit,yogurt,rolls/buns,bottled water,soda,newspapers,,,,,,,,,,,,,,,,,,,,,,,
C2351,sausage,pip fruit,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2352,long life bakery product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2353,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2354,beef,root vegetables,other vegetables,whipped/sour cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2355,domestic eggs,dish cleaner,hygiene articles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2356,oil,margarine,bottled water,red/blush wine,waffles,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2357,meat,tropical fruit,pip fruit,other vegetables,butter,pastry,,,,,,,,,,,,,,,,,,,,,,,,,,
C2358,processed cheese,rolls/buns,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2359,sausage,pork,spread cheese,frozen vegetables,pastry,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2360,citrus fruit,curd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2361,frozen vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2362,sausage,rolls/buns,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2363,pastry,candles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2364,pork,hamburger meat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2365,berries,other vegetables,whole milk,whipped/sour cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2366,whole milk,yogurt,whipped/sour cream,sugar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2367,ham,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2368,packaged fruit/vegetables,processed cheese,frozen vegetables,bottled water,fruit/vegetable juice,snack products,candy,,,,,,,,,,,,,,,,,,,,,,,,,
C2369,packaged fruit/vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2370,rolls/buns,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2371,whole milk,butter milk,domestic eggs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2372,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2373,sausage,pork,berries,other vegetables,whole milk,rolls/buns,brown bread,roll products,margarine,sweet spreads,softener,,,,,,,,,,,,,,,,,,,,,
C2374,white bread,flour,oil,sugar,coffee,bottled water,salty snack,,,,,,,,,,,,,,,,,,,,,,,,,
C2375,rolls/buns,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2376,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2377,other vegetables,soda,bottled beer,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2378,frankfurter,rolls/buns,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2379,frankfurter,rolls/buns,salt,canned beer,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2380,frankfurter,butter,rolls/buns,semi-finished bread,misc. beverages,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,
C2381,rolls/buns,pastry,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2382,sausage,coffee,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2383,brown bread,bottled water,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2384,UHT-milk,margarine,bottled water,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2385,pip fruit,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2386,whole milk,coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2387,processed cheese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2388,hamburger meat,root vegetables,other vegetables,whole milk,rolls/buns,zwieback,margarine,flower (seeds),,,,,,,,,,,,,,,,,,,,,,,,
C2389,beef,root vegetables,herbs,curd,rolls/buns,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,
C2390,whole milk,brown bread,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2391,hamburger meat,citrus fruit,other vegetables,whole milk,curd,yogurt,misc. beverages,,,,,,,,,,,,,,,,,,,,,,,,,
C2392,pasta,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2393,tropical fruit,butter,brown bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2394,whole milk,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2395,sausage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2396,rolls/buns,soda,specialty bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2397,sliced cheese,rolls/buns,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2398,rolls/buns,fruit/vegetable juice,long life bakery product,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2399,sausage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2400,pastry,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2401,rolls/buns,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2402,pork,beef,whole milk,condensed milk,domestic eggs,fruit/vegetable juice,sparkling wine,salty snack,waffles,,,,,,,,,,,,,,,,,,,,,,,
C2403,other vegetables,UHT-milk,rolls/buns,pastry,bottled water,soda,,,,,,,,,,,,,,,,,,,,,,,,,,
C2404,domestic eggs,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
